Job Title,Company,Location,Posting Date,Extract Date,Salary,Summary,JobUrl
Information Security Incident Response Analyst - VP,Morgan Stanley,Singapore,Posted30+ days ago,2022-05-18,,"Ability to analyze data to look for anomalies or appropriately identify potential risk issues requiring further escalation.
EDUCATION LEVEL: Bachelor's Degree.",https://sg.indeed.com/rc/clk?jk=6adaf28198ba34de&fccid=0c39fb2c91742dcf&vjs=3
IT BUSINESS ANALYST,Enterprise Advanced System Intelligence Pte Ltd,Singapore,EmployerActive 6 days ago,2022-05-18,"$3,000 - $4,000 a month","Performs data analysis, identifies business needs, defines requirements, documents processes and procedures, and advises on ways to be more efficient.",https://sg.indeed.com/company/ENTERPRISE-ADVANCED-SYSTEM-INTELLIGENCE-PTE.-LTD./jobs/IT-Business-Analyst-282a37a85e1c912c?fccid=e4bd8aef56d2045f&vjs=3
Risk Analyst,ByteDance,Singapore,Posted30+ days ago,2022-05-18,,"Become an expert in TikTok Ads infrastructure, policies, products, tools, systems, and data;
We work closely with advertisers to create ad policies, manage…",https://sg.indeed.com/rc/clk?jk=918b8b9880e44e5d&fccid=74fbc768a4e5bece&vjs=3
Senior Data Analyst / Lead Data Analyst,Marina Bay Sands,HarbourFront,Posted30+ days ago,2022-05-18,,"Work with IT functions to secure and acquire data from relevant data sources.
Experience creating data models within Microsoft Excel required.",https://sg.indeed.com/rc/clk?jk=58bb64a1b4744ad2&fccid=d568938f37a96d47&vjs=3
Data Analyst,Ninja Van,Singapore,Posted30+ days ago,2022-05-18,,"Train business users on developed data tools.
Develop data-driven solutions to drive desired outcomes.
Collaborate with stakeholders to understand business…",https://sg.indeed.com/rc/clk?jk=f0480158540bf1e6&fccid=723bf672358626e9&vjs=3
"Analyst, Risk Control Strategy -Lazpay",Lazada,Singapore,Posted30+ days ago,2022-05-18,,"Lazada is looking for a Risk Control Strategy Analyst to help monitor and manage the risk associated to LazPayLater, a product which spans across Southeast Asia…",https://sg.indeed.com/rc/clk?jk=0319066dffc0b9e2&fccid=b51a5102a67e0022&vjs=3
Research Engineer/Data Analyst,TumCreate,Singapore,Posted30+ days ago,2022-05-18,,"Our innovative road transport solutions will provide high comfort and a positive travel experience, best protection of the environment and maximum benefit to…",https://sg.indeed.com/rc/clk?jk=a01dc8653f18c218&fccid=fcd0a578fe7b159c&vjs=3
Graduate Technology Associate Programme - Business Analyst - Corporate Banking IT - Intake JUL 22,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,Singapore,Posted11 days ago,2022-05-18,"$4,200 - $4,500 a month","Keep up-to date the existing documentation (data dictionary, user guide etc.).
Credit Agricole CIB’s 24-month Graduate Technology Associate Programme is…",https://sg.indeed.com/rc/clk?jk=51458d1b872f1255&fccid=7077ed64aecd53a3&vjs=3
"Technical Business Analyst, Group Consumer Banking and Big Data Analytics Technology, Technology & Operations",DBS Bank,Singapore,Posted30+ days ago,2022-05-18,,"Create technical documentation and technical user guides for Developers within DBS.
Provide technical requirements for user stories for the team.",https://sg.indeed.com/rc/clk?jk=ab547fb5775dbb36&fccid=cc1f9ea511d140fe&vjs=3
"Data Analyst / Associate Data Scientist - Global Consulting Unit, Singapore",Munich Re,Singapore,Posted13 days ago,2022-05-18,,"This means understanding the business needs, data availability, preparing data pipelines, developing and deploying models, and ensuring that your solutions add…",https://sg.indeed.com/rc/clk?jk=8124b7398d6447a2&fccid=d4448c192a012f32&vjs=3
Marketing Analyst (APAC),Nautilus Labs,Singapore,Posted19 days ago,2022-05-18,,"Convert complex data into dashboards, understandable data visualizations, and campaign and website performance reports.
Experience within the maritime industry.",https://sg.indeed.com/rc/clk?jk=d45b3e2f6b18aca1&fccid=fcf358f3bd84e30a&vjs=3
Quantitative Researcher,WorldQuant,Singapore,Posted30+ days ago,2022-05-18,,This position involves the creation of computer-based models that seek to predict the movements of worldwide financial markets.,https://sg.indeed.com/rc/clk?jk=36d7eae0bde8e20b&fccid=08487f979320ebae&vjs=3
Graduate Technology Associate Programme - Business Analyst - Corporate Banking IT - Intake JUL 22,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,Singapore,Posted11 days ago,2022-05-18,"$4,200 - $4,500 a month","Keep up-to date the existing documentation (data dictionary, user guide etc.).
Credit Agricole CIB’s 24-month Graduate Technology Associate Programme is…",https://sg.indeed.com/rc/clk?jk=51458d1b872f1255&fccid=7077ed64aecd53a3&vjs=3
"Technical Business Analyst, Group Consumer Banking and Big Data Analytics Technology, Technology & Operations",DBS Bank,Singapore,Posted30+ days ago,2022-05-18,,"Create technical documentation and technical user guides for Developers within DBS.
Provide technical requirements for user stories for the team.",https://sg.indeed.com/rc/clk?jk=ab547fb5775dbb36&fccid=cc1f9ea511d140fe&vjs=3
"Data Analyst / Associate Data Scientist - Global Consulting Unit, Singapore",Munich Re,Singapore,Posted13 days ago,2022-05-18,,"This means understanding the business needs, data availability, preparing data pipelines, developing and deploying models, and ensuring that your solutions add…",https://sg.indeed.com/rc/clk?jk=8124b7398d6447a2&fccid=d4448c192a012f32&vjs=3
Marketing Analyst (APAC),Nautilus Labs,Singapore,Posted19 days ago,2022-05-18,,"Convert complex data into dashboards, understandable data visualizations, and campaign and website performance reports.
Experience within the maritime industry.",https://sg.indeed.com/rc/clk?jk=d45b3e2f6b18aca1&fccid=fcf358f3bd84e30a&vjs=3
Quantitative Researcher,WorldQuant,Singapore,Posted30+ days ago,2022-05-18,,This position involves the creation of computer-based models that seek to predict the movements of worldwide financial markets.,https://sg.indeed.com/rc/clk?jk=36d7eae0bde8e20b&fccid=08487f979320ebae&vjs=3
"Senior Financial Analyst, Data Center Supply Strategy Finance",Amazon Asia-Pacific Resources,Singapore,Posted30+ days ago,2022-05-18,,"Provide controllership and oversight of business case data integrity and approvals.
In this role, you will help lay the foundations to grow the AWS data center…",https://sg.indeed.com/rc/clk?jk=343941a47504515c&fccid=fe2d21eef233e94a&vjs=3
HR Business Analyst | Bank | Contract,Manpower Singapore,Singapore,Posted4 days ago,2022-05-18,,Requirements: Bachelor's Degree in Information Technology or any related fieldAt least 8-10 years of experience utilizing QlikView to implement analytical…,https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbLEAfUJ_8-EnULjJ15l1k6LfB5RD9Ew3x4SlXgqMriwa1C1aHbGBkn5_1MKOGhfAMLIlg3AKuaJyd3_AYH1M_0xkBHyYklsZznbXCnCYvEyfJ_pN4LzAlLsv9AIAWCCIr4Fx7a27VYyUKvN4GqNsWRopslWZSybyMGogohAi9nzEPMnnUwp1UqWiigcWJAbOZr8pwFPMyNDlFUZtiujI7eUW4q0rG-IeNgpFMpx67WF9qfcgUuF0g3Tl33Wbdy_29HBFoUo9pCzLwvAv-qViO9E9Ltj9jnZcAWXnhJwAwUoZaI9GyguDy46cRD4W-iKkixLdj3OTuqDC_SPgoGtcKF1a0qjqLdgIJNJclkJlf8rovP7Ua5dtAamaZIW9zNhhk7g2K_K9p16Fpn8fOQYJLs3SOokcJ500Q-I_Ic4_eQ_CqopdkfVpkbHtBQ--IMXBaY9NUIxChPzOBexu9kOjEbcB1PVbQngjzNHCp8WpQBTy4ougpEoKganvwswM9sU-9nNcesYnORLwvUVt7prf-Z1S2UUk9_pbHy3o0kXTPt6M_nFn4UYignvLX9278fOE4BBKoqqorRUuQPS7pz_eRzi3SA4TQCGGpccjEwNxdG3f369t2uQdS3ncF1TS9wbhlzRyPIB0DQmG_8jaiv072PUvcNLAghaxs2CavFHZgeg==&p=6&fvj=0&vjs=3
Client Mgt Intmd Analyst,Citi,Singapore,Posted30+ days ago,2022-05-18,,"Applies professional judgment when interpreting data and results.
Applies analytical thinking and knowledge of data analysis tools and methodologies.",https://sg.indeed.com/rc/clk?jk=a2c3b5601b379c42&fccid=5bcd1ef0a7f4fb99&vjs=3
Senior Financial Analyst,Ubisoft,Singapore,Posted30+ days ago,2022-05-18,,"Consolidate and analyze financial data (staffing, activity costs, actuals, forecast);
Self-driven contributor who takes on a hands-on and inquisitive approach…",https://sg.indeed.com/rc/clk?jk=da4d91fcb70ce901&fccid=237908de095b6446&vjs=3
Senior Consultant - Data Science & Analytics,Sia Partners,Singapore,Posted13 days ago,2022-05-18,,"Use your data analytics and data science expertise to derive valuable insights from datasets, build predictive models and machine-learning algorithms.",https://sg.indeed.com/rc/clk?jk=2a4f38014cc23516&fccid=4b32d0c68d487097&vjs=3
"Regional ATM, Business analyst",Citi,Singapore,Posted30+ days ago,2022-05-18,,"Incorporate data analysis and financial simulations to aid strategic discussions.
Maintain a live and accurate data warehouse of critical business metrics.",https://sg.indeed.com/rc/clk?jk=ea30f49371d24d7a&fccid=5bcd1ef0a7f4fb99&vjs=3
"Business Analyst , Digitalisation",Cognizant,Singapore,Posted12 days ago,2022-05-18,,"You have a passion for Regulatory Reporting, Risk Reporting and Basel calculation for International Banks and FI, risk data, sense for data accuracy.",https://sg.indeed.com/rc/clk?jk=3dc7f75f00ba4308&fccid=2df6a1e69a70a1e7&vjs=3
Retail Finance - Business Intelligence & Analysis (BI&A) Intern,SeaMoney,Singapore,Posted30+ days ago,2022-05-18,,"Familiar with data visualisation tools.
Assist in consolidating data from multiple sources including operations, marketing and source databases to create…",https://sg.indeed.com/rc/clk?jk=8f279846f62456d3&fccid=04cf7b87da0c2ba4&vjs=3
Junior Data Analyst/Data Mapper,Volt,Singapore,Posted30+ days ago,2022-05-18,"$4,000 - $5,500 a month","Translate business requirements documentation into data requirements and source to target data mappings.
Prior experience with data mapping is ideal.",https://sg.indeed.com/rc/clk?jk=0c5cc8e60de0939d&fccid=86c0b4fa6c1398be&vjs=3
Associate Trainer for Data Analytics,ACCORD BUSINESS SOLUTIONS PTE. LTD.,Singapore,Posted15 days ago,2022-05-18,"$3,000 - $7,000 a month","Basic data analytics / data literacy.
Data visualisation / data storytelling.
Relevant work experience in the data analytics / business analytics domain would…",https://sg.indeed.com/rc/clk?jk=9c87327180f10e89&fccid=80371675ccdfb19b&vjs=3
Associate Trainer for Data Analytics,ACCORD BUSINESS SOLUTIONS PTE. LTD.,Singapore,Posted15 days ago,2022-05-18,"$3,000 - $7,000 a month","Basic data analytics / data literacy.
Data visualisation / data storytelling.
Relevant work experience in the data analytics / business analytics domain would…",https://sg.indeed.com/rc/clk?jk=9c87327180f10e89&fccid=80371675ccdfb19b&vjs=3
Data Analyst,G2 COMTECH ASIA PTE. LTD.,Singapore,Posted30+ days ago,2022-05-18,"$3,500 - $4,500 a month","(b) Must have data analytics knowledge;
(h) Provide the reports and data analytics required.
Have at least 3 years of relevant experience in contact centre…",https://sg.indeed.com/rc/clk?jk=653490f5e83a1688&fccid=0f108d8183733440&vjs=3
Regional Fulfilment Operations - Warehouse Analyst (Solution Design),Shopee,Singapore 118265,Posted30+ days ago,2022-05-18,,"Proficiency in SQL (Structured Query Language) for data analysis is an advantage.
The Regional Warehouse team provides all sellers with flexible, affordable,…",https://sg.indeed.com/rc/clk?jk=5b2d592b2f51b332&fccid=0b476c4a7add47fe&vjs=3
Quantitative Researcher,Jump Trading,Singapore,Posted30+ days ago,2022-05-18,,"Proven success working with large data sets and developing statistical models.
They leverage statistical analysis and data mining skills, using the results of…",https://sg.indeed.com/rc/clk?jk=4a335ad734f2e645&fccid=76114925a4440eea&vjs=3
"Quantitative Researcher, Cryptoassets",CUMBERLAND SG PTE. LTD.,Singapore,Posted13 days ago,2022-05-18,"$11,000 - $15,000 a month","Work with traders and software engineers to develop trading strategies through data analysis and modeling.
Identify inefficiencies in the financial markets and…",https://sg.indeed.com/rc/clk?jk=cc1c206b1afd863d&fccid=ee5fd014bfdae92a&vjs=3
Data Analytics and Insights Senior Consultant,Cargill,Singapore,Posted30+ days ago,2022-05-18,,"Demonstrated experience of converting data to information and helping to impact change and value recognition from data.
Master’s Degree (in related field).",https://sg.indeed.com/rc/clk?jk=ba51faf231953647&fccid=d7d9a8241ba2f3ec&vjs=3
Business Analyst,EMBRIO CONSULTING,Singapore,Posted30+ days ago,2022-05-18,,"Preferably candidates with knowledge in general business analysis, data science and AI.
Willingness to learn the healthcare domain knowledge and general data…",https://sg.indeed.com/rc/clk?jk=4cd00f19044b3966&fccid=a71f6e8f05db8ee0&vjs=3
Senior Analyst- Reporting and Analytics,NITYO INFOTECH SERVICES PTE. LTD.,Singapore,Posted18 days ago,2022-05-18,"$5,000 - $7,000 a month","To support Operational Support function in the areas of Reporting and Analytics associated with S ervice Management and Process Management. , including but not…",https://sg.indeed.com/rc/clk?jk=88babf0166a3a45d&fccid=026a169b2ca27b1f&vjs=3
Data Analyst,Exemplar Global Solution,Remote in Singapore,EmployerActive 14 days ago,2022-05-18,"$3,500 - $7,500 a month","Create insightful automated dashboards and data visualisations to track key business metrics.
Strong communication skills, written and verbal; ability to…",https://sg.indeed.com/company/Exemplar-Global-Solution/jobs/Data-Analyst-563ede9b21c51b5b?fccid=b354f70da65c17a7&vjs=3
"Quantitative Analyst, Intern",Treehouse Analytics Pte. Ltd.,Remote in Singapore,Posted30+ days ago,2022-05-18,,"Run and maintain data analytics and database development processes.
Strong knowledge in statistical methods and data analytics, proficiency in Python, SQL…",https://sg.indeed.com/rc/clk?jk=16e0c455c93f75c4&fccid=71c518cd3a323f91&vjs=3
Research Associate (Data Analyst and Machine Learning Specialist),Nanyang Technological University,Singapore,Posted30+ days ago,2022-05-18,,"Prepare reports and documentations for the research programs, and support data analysis.
Basic Knowledge with sensor system, interface, data conversion and…",https://sg.indeed.com/rc/clk?jk=81635e2893378323&fccid=d869ca30ff8bbcdd&vjs=3
Data Analyst,D L RESOURCES PTE LTD,Singapore,Posted30+ days ago,2022-05-18,"$2,500 - $4,800 a month","Additional experience in data transformation and data visualization tools such as Tableau, Spotfire, Kibana, Qlikview is a strong plus.",https://sg.indeed.com/rc/clk?jk=411dfd794dc1deeb&fccid=df932c63778eba2a&vjs=3
"Senior Analyst, Data Analytics",Jobline Resources Pte Ltd,Woodlands,Posted22 days ago,2022-05-18,,Strong analytical mindset with basic understanding of data analytics and statistical measures/techniques to derive insights from the data.,https://sg.indeed.com/rc/clk?jk=0d4214ce7ab5f38b&fccid=08a987b19a93d3a1&vjs=3
Data Business Analyst,RIDIK PTE. LTD.,Singapore,Posted28 days ago,2022-05-18,"$6,000 - $8,000 a month","O Working knowledge about querying data, data visualization and data analysis.
Must have experience in a business analyst or data analyst role working with…",https://sg.indeed.com/rc/clk?jk=ba9fd804197a1852&fccid=3848fdffd889872f&vjs=3
Senior Quant Analyst/Researcher,MIRANA TECH PTE. LTD.,Singapore,Posted8 days ago,2022-05-18,"$12,000 - $20,000 a month","Conduct in-depth quantitative and analytical research on Defi protocols and financial data, design and deploy systematic strategies to capture market and…",https://sg.indeed.com/rc/clk?jk=06c1bf53f6050574&fccid=d466159c332b2217&vjs=3
Senior Supply Chain Data Analyst/ Semiconductor/ Urgent,Adecco - GS Perm,Paya Lebar,Posted5 days ago,2022-05-18,"$48,000 - $78,000 a year",Strong analytical mindset with basic understanding of data analytics and statistical measures/techniques to derive insights from the data.,https://sg.indeed.com/rc/clk?jk=fcc8acef79a7b885&fccid=fa101182bd51b2ce&vjs=3
Associate Analyst- Public Project & Infrastructure Finance,Moody's Investors Service,Singapore,Posted12 days ago,2022-05-18,,"Identifies all issues with data for follow up with Lead Analyst.
Our data, analytical solutions and insights help decision-makers identify opportunities and…",https://sg.indeed.com/rc/clk?jk=a4b07d449384979d&fccid=28eefc5b86560831&vjs=3
"Advanced Operations Solutions (Data Science Analytics), Specialist",AIA SINGAPORE PRIVATE LIMITED,Singapore,Posted7 days ago,2022-05-18,"$6,200 - $9,300 a month","Preparing and reporting on data trends, data gaps and make recommendations on corrective actions.
Experience with data consumption platforms such as Power BI,…",https://sg.indeed.com/rc/clk?jk=3400d4aac8c54b7a&fccid=ff4a8ebfccf9af72&vjs=3
